supernova,type,redshift,band,n_obs,flux_scale,t0,t1,A,B,Tfall,Trise
PSc040170,Ia,0.18977,g,87,5.792366057960479e-09,55329.4,55882.694000046475,4.3022797768406114e-10,0.8679696803138696,10.000000000201233,29.999999999933145
PSc040170,Ia,0.18977,i,119,1.2936238086641305e-08,55974.6,56534.345999069956,-9.36030026260767e-08,0.33721432858635575,9.999999997721952,30.000000000756817
PSc040170,Ia,0.18977,r,85,6.087402243197839e-09,55332.29999999991,55885.62299815143,3.093442807085155e-11,0.06884355497492708,9.999999992859532,30.00000000237232
PSc040170,Ia,0.18977,z,124,3.878466101643463e-09,55157.16346883907,55879.847536705354,2.3983345977843777,-9.169320670527974e-07,99.99999999999999,99.99999999999999
PSc500025,Ia,0.32157,g,90,1.7448576424736922e-09,55281.399999999936,55834.214000044136,3.123997526009552e-08,0.5738176044072011,10.000000000241647,29.999999999919762
PSc500025,Ia,0.32157,i,115,6.138581129572474e-09,54939.05022603062,55415.353863661105,28.870699103575916,-4.218928165520975e-06,1.025147853418886,66.7050842672674
PSc500025,Ia,0.32157,r,90,4.9173146625513934e-09,55296.60000000002,55849.56599999114,1.5108834084728428e-09,0.7115621829353241,9.999999999938737,30.000000000020336
PSc500025,Ia,0.32157,z,120,1.524684551724741e-08,56045.5,56605.955000095215,1.366169223376238e-11,0.5997643168812976,10.000000000227878,29.999999999924295
SN2006ly,Ia,0.2913,I,72,3.764956822814908e-09,54006.2692,54546.3318917871,2.4477642958739164e-11,0.6885804365962055,9.99999999947158,30.000000000175554
SN2006ly,Ia,0.2913,R,93,2.9588299085293784e-09,54006.2657,54546.32835677584,-5.5833600199486715e-12,0.1801833439203942,9.999999999472267,30.000000000175326
SN1992J,Ia,0.0556,V,11,4.207266283844429e-08,48418.23946614195,52667.98937945913,15.999408482623249,0.018510345441250645,17.41117300501989,8.125183986775205
PSc360067,Ia,0.59352,g,93,1.5081342397019502e-09,56430.3,56994.60299986788,-8.578218228455568e-09,0.9005418900259535,9.999999999695323,30.00000000010122
PSc360067,Ia,0.59352,i,92,1.130170585761933e-08,55693.3,56250.232998882435,-7.610272984600978e-09,0.7019651589039902,9.999999996310594,30.000000001225704
PSc360067,Ia,0.59352,r,87,2.5765584558780587e-09,56398.4,56962.38399996745,4.242421814957859e-09,0.5360132431492762,9.999999999928136,30.000000000023878
PSc360067,Ia,0.59352,z,96,1.6084516108998118e-08,56410.3,56974.4029999082,-1.230332172133617e-10,0.24061095093147927,9.999999999791484,30.000000000069274
SN2007ap,Ia,0.01582,B,32,4.0588219466191786e-07,54164.967245416825,54712.793206276874,-0.011351161195378759,-0.0017418574496420906,8.904769425692065,64.88592369242156
SN2007ap,Ia,0.01582,V,40,5.291758304203459e-07,53906.87379708842,59930.63556032929,15.462578795650339,0.013085010945255824,17.03089484453272,9.441550669550072
PSc540152,Ia,0.38473,g,92,3.1167932883705976e-09,55056.21985697833,55703.00802022968,1.6280532077655558,7.556813815750358e-07,12.29856915968933,7.5546647094848645
PSc540152,Ia,0.38473,i,91,5.558684179537718e-09,55882.2,56441.02199995637,1.540823308117498e-08,0.47380001411442757,9.999999999889255,30.000000000036792
PSc540152,Ia,0.38473,r,89,5.7957280620360363e-08,56574.3,57140.042999986224,-2.54390935165331e-07,0.6276792482587299,9.99999999997096,30.00000000000965
PSc540152,Ia,0.38473,z,103,4.740236390350321e-09,56203.4,56765.43400012835,-5.0178672519814475e-08,0.8687089968530727,10.000000000296547,29.999999999901483
LSQ12hzj,Ia,0.029,B,29,2.0950770523651806e-07,56301.77668838138,56868.070451702624,-0.22444748677067325,-3.0375116449196585e-05,9.454986111401382,4.67255297014086
LSQ12hzj,Ia,0.029,V,27,2.0192960697981183e-07,56313.4332026816,56869.89648276218,18.53668939303738,-2.9885954717155275e-06,10.036490721940584,99.97507739175359
LSQ12hzj,Ia,0.029,gr,114,2.027197210807367e-07,56293.49665207032,58587.32847138,50.54300674277277,-1.854895878997959e-07,19.466181280989407,2.762811946609925
LSQ12hzj,Ia,0.029,i,28,1.267068224998549e-07,56314.12622582069,56316.043262677405,0.9994819987272661,0.008862983984946952,9.281895948916137,5.2438826734357455
LSQ12hzj,Ia,0.029,r,29,2.0211567669607508e-07,56262.76463554169,56998.628848117485,731.9922444973075,-1.9760040643191706e-06,13.317003610486752,99.99999999999999
SN2016F,Ia,0.01614,V,13,8.534930716135478e-07,57399.826238879206,57403.286924707776,1.3881958639120708,-0.0005270555589383954,32.24273722640212,3.257913816907361
SN2016F,Ia,0.01614,i,10,4.282092061132479e-07,57354.77974502634,57951.37280618269,217.5846294266926,-3.0944575414959384e-06,20.526044542005785,99.99999999999999
PSc040316,Ia,0.44257,i,113,5.005321751740748e-09,54927.96570809612,55487.83186926147,-0.0001685165674011512,-0.13036290984401117,7.093736920267349,99.88959294175578
PSc040316,Ia,0.44257,r,87,3.1587845124766103e-09,55662.5,56219.12499997782,-1.2811552464525242e-11,0.6990918998497226,9.9999999999383,30.000000000020496
PSc040316,Ia,0.44257,z,115,3.591864955556811e-09,56437.4,57001.773999981524,1.831089594796849e-11,0.43131793420168085,9.999999999961062,30.000000000012935
PTF11gcc,Ia,0.09079,R,476,3.323533035774771e-08,55931.41,56490.72409972558,1.0147893491718827e-08,0.6655565192110833,9.999999999203215,30.00000000026471
PSc490008,Ia,0.11951,g,79,2.0659318922643593e-08,56360.3,56923.90299943368,-1.1508589038759743e-09,0.7294226447687614,9.999999998678033,30.000000000439186
PSc490008,Ia,0.11951,i,105,1.3640804981778718e-08,56358.5,56922.0849995886,-1.4982297741740307e-07,0.3248802399724558,9.999999999054788,30.00000000031402
PSc490008,Ia,0.11951,r,78,1.8168204097283706e-08,56360.3,56923.902999684986,-5.84513884166536e-09,0.3539801448734085,9.999999999274145,30.000000000241144
PSc490008,Ia,0.11951,z,126,1.075404872823264e-08,55649.30000000371,56205.79422403728,7.186157091934977e-14,-0.001210711329035638,10.00000411303442,29.999998633549925
PTF10gop,Ia,0.097,R,140,9.536741259755829e-08,55312.02132354692,55910.17782997804,0.015473816282414765,5.656588518607686e-05,45.41569826766845,5.628067258487826
SN2016afb,Ia,0.065,r,15,8.165823713585923e-08,57081.19611527848,58182.33430224148,22.54576893857817,0.010718099331314148,28.10616618806305,33.365857329790835
PTF11gdh,Ia,0.02615,R,371,2.3736244124510665e-07,55737.44552459589,55826.86661310379,0.06948106705209758,0.003011598525417348,48.191502435591104,2.8509219017028613
SN2006eq,Ia,0.04951,B,14,2.878723810835245e-08,53933.19045951244,54522.30099303692,-0.017907377158568757,-0.07892132147485444,8.661612757962608,94.3491654278818
SN2006eq,Ia,0.04951,V,16,4.168693834703355e-08,53749.75838199744,56503.07619031146,13.435122472234605,0.07386250152548927,14.817027723661157,6.373850816581088
SN2006eq,Ia,0.04951,Y,10,4.373206651696446e-08,54015.13838249548,54471.38157128874,0.7165128841846227,1.423833693722242e-06,5.320876793538722,5.291897255575723
SN2006eq,Ia,0.04951,g,16,3.590872623694513e-08,53907.64288599266,54545.70549779864,-0.009079031864759016,-0.6030404889430131,10.420022601985172,99.99999999994279
SN2006eq,Ia,0.04951,g',22,3.308262788556975e-08,53713.29741778136,58616.970229001396,19.226654460010316,0.01563498946487156,16.635102885896092,4.46167244192822
SN2006eq,Ia,0.04951,i,18,3.5974933515574236e-08,54005.0677542006,54744.79543779965,0.6194353028734314,6.096215852875845e-07,14.120806932656071,18.061050640227748
SN2006eq,Ia,0.04951,i',20,3.118889584093935e-08,53794.260979917395,54087.88889331481,0.0010714676942088861,0.5665279340300142,99.85021033478682,99.8270114770718
