sn_name,sn_type,band,A,phi,sigma,k
SN2016gkm,Ib_c,G,1.2906090637789016,57647.315950000004,23.64503898232662,0.10000000000000002
SN2019yz,Ic,G,1.2755072831758045,58514.72314000035,26.79612777653188,0.10000000036162235
2006ld,Ib,i',1.1259304749331118,54039.23715000001,37.03980561283324,0.10000000000000617
2006ld,Ib,r',1.1030954843748582,54039.23877000001,37.742566570930606,0.10000000000000045
SDSS-II SN 8086,Ib_c,g',0.048840107913372045,53641.43348000014,9.19251731839466,2.8253319392333713
SDSS-II SN 8086,Ib_c,i',0.14169804415063206,53641.43099000001,10.130111203064489,2.241839935383918
SDSS-II SN 8086,Ib_c,r',0.04602750838229168,53641.43016000001,8.648213872864838,2.840945783179077
SDSS-II SN 8086,Ib_c,u',0.736207757641833,53674.31144398857,8.559261877447485,0.11509976449221651
SDSS-II SN 8086,Ib_c,z',0.7235217184568975,53674.309027385294,12.648365645896984,0.2431947482454206
SN2017eye,Ic,G,1.716022772872385,57926.698593572415,53.38902664137304,0.12153305238439707
SN2019fxo,Ib_c,G,1.2768767464344668,58641.466100000005,22.752804914823326,0.10000000000036197
SN2017hbx,Ic,G,1.2286911107846303,58024.84455000001,36.45217692674503,0.10000000000006287
SN2005hg,Ic,i',1.1389989054770646,53671.75241647404,18.658299652317098,0.7625766181239709
SN2005hg,Ic,r',0.8676219206968458,53668.7064144897,14.209605830679378,1.0795055760003835
SN2020nke,Ib,G,1.2335061953667543,59030.975640000004,35.918883369096164,0.10000000072168928
2005bf,Ib,i',0.30099005513430127,53473.164730000004,15.168848907976509,1.854396388455528
2005bf,Ib,r',0.15788032539040428,53473.16307000001,11.156209753344063,2.2479507928072553
2007C,Ib,i',1.2355720645646366,54113.90754991945,23.535364287205258,0.10000000000004261
2007C,Ib,r',1.2189297619005866,54113.2704575602,22.140245843240926,0.10000000000000002
SN2008D,Ib,i',1.1090708992974025,54479.00779564698,19.445160750824694,0.7775388511671473
SN2008D,Ib,r',1.0962279492996274,54478.8934801508,17.084368591058357,0.7988505264871788
SDSS-II SN 12081,Ib_c,g',0.6791489974018173,53697.710747517376,2.930666672466615,1.3715096584329258
